,ds,y
373,2020-06-08,5355.530617699998
374,2020-06-09,3960.021316000001
375,2020-06-10,4556.562913899999
376,2020-06-11,4717.8875946
377,2020-06-12,2379.2027119
378,2020-06-13,1959.8945726000002
379,2020-06-14,2222.7554253000003
380,2020-06-15,4024.1205411000005
381,2020-06-16,2816.322478799999
382,2020-06-17,2861.7135643000006
383,2020-06-18,2845.8577506
384,2020-06-19,2331.2182159999993
385,2020-06-20,1589.0511619999997
386,2020-06-21,3689.473641400001
387,2020-06-22,3260.168215
388,2020-06-23,4036.1627885
389,2020-06-24,3475.750773
390,2020-06-25,2777.9488356
391,2020-06-26,1756.2888703
392,2020-06-27,2473.0596886999997
393,2020-06-28,2710.1027118
394,2020-06-29,3920.045734399999
395,2020-06-30,4114.1965094
396,2020-07-01,3244.248835500001
397,2020-07-02,2728.8422462
398,2020-07-03,5188.577904499999
399,2020-07-04,2355.1484486
400,2020-07-05,2363.6368205999997
401,2020-07-06,4086.8732539999996
402,2020-07-07,3493.591858800001
403,2020-07-08,3928.0224788999994
404,2020-07-09,3137.163952
405,2020-07-10,2340.060076500001
406,2020-07-11,1477.2887588999997
407,2020-07-12,2582.4197661
408,2020-07-13,4268.8174395999995
409,2020-07-14,4429.2054235
410,2020-07-15,3647.479455400001
411,2020-07-16,4733.645346299999
412,2020-07-17,1649.048061
413,2020-07-18,2006.3096889
414,2020-07-19,4484.848299999998
415,2020-07-20,3367.3837192999995
416,2020-07-21,3939.233331
417,2020-07-22,2699.8197660999995
418,2020-07-23,2886.2833316999995
419,2020-07-24,2642.129456
420,2020-07-25,2713.5529454
421,2020-07-26,3322.6968976000016
422,2020-07-27,3485.5443870999993
423,2020-07-28,4857.5829438
424,2020-07-29,2696.9379830999997
425,2020-07-30,3505.1891453999992
426,2020-07-31,3365.0139517999996
427,2020-08-01,2348.8368206
428,2020-08-02,1846.8833323000003
429,2020-08-03,4295.791858399999
430,2020-08-04,4472.4201527999985
431,2020-08-05,3276.6670526
432,2020-08-06,2683.6763551000004
433,2020-08-07,2453.8728669
434,2020-08-08,1716.5732546999998
435,2020-08-09,1777.1790690000005
436,2020-08-10,3956.3713159
437,2020-08-11,5693.326419500002
438,2020-08-12,3303.7662775999997
439,2020-08-13,3261.1639518000006
440,2020-08-14,1921.1356577
441,2020-08-15,3020.8852698
442,2020-08-16,3342.7197652999994
443,2020-08-17,4806.5224776000005
444,2020-08-18,3248.3182149
445,2020-08-19,5098.855036399998
446,2020-08-20,3240.983331800001
447,2020-08-21,2544.3968978
448,2020-08-22,2331.795347400001
449,2020-08-23,3860.7856564000003
450,2020-08-24,4257.1263542
451,2020-08-25,4118.105423800001
452,2020-08-26,3468.0639517
453,2020-08-27,3243.6104633000004
454,2020-08-28,2550.9108317
455,2020-08-29,2718.2403086
456,2020-08-30,3099.0782925
457,2020-08-31,5856.653097300003
458,2020-09-01,4500.192245400001
459,2020-09-02,4052.0844936000008
460,2020-09-03,3092.7344938000006
461,2020-09-04,2316.1945720999997
462,2020-09-05,1727.9135649000002
463,2020-09-06,4019.2507726000017
464,2020-09-07,4462.2011600999995
465,2020-09-08,3948.5220905999995
466,2020-09-09,5097.418087
467,2020-09-10,3362.3550369999994
468,2020-09-11,2368.6321692
469,2020-09-12,11792.2678263
470,2020-09-13,4098.148834900001
471,2020-09-14,5256.3899193
472,2020-09-15,3836.0875946999995
473,2020-09-16,4800.754260599999
474,2020-09-17,3836.7290679000002
475,2020-09-18,2465.2131768
476,2020-09-19,3582.2906952999997
477,2020-09-20,4428.714292599998
478,2020-09-21,5575.600845300001
479,2020-09-22,4179.8953469
480,2020-09-23,4969.791857899999
481,2020-09-24,2958.0375951999995
482,2020-09-25,2846.1127889000004
483,2020-09-26,1424.3379835000003
484,2020-09-27,3199.3717036
485,2020-09-28,4796.878291700002
486,2020-09-29,2764.3023237
487,2020-09-30,2999.1670528
488,2020-10-01,1787.8147275000003
489,2020-10-02,2178.8383708
490,2020-10-03,1295.2790691
491,2020-10-04,2436.0953474999997
492,2020-10-05,3934.011625699999
493,2020-10-06,3065.8279058000003
494,2020-10-07,3291.9786802999997
495,2020-10-08,1753.0903092999997
496,2020-10-09,3688.4806184999998
497,2020-10-10,2716.2546497999997
498,2020-10-11,4119.994959000001
499,2020-10-12,2617.2199830000004
500,2020-10-13,4112.979455000001
501,2020-10-14,3035.9720918
502,2020-10-15,3313.793409
503,2020-10-16,3422.3848821999986
504,2020-10-17,4160.003098399999
505,2020-10-18,4624.062788400001
506,2020-10-19,4108.142245999999
507,2020-10-20,3186.7193780000002
508,2020-10-21,4419.9817807
509,2020-10-22,4745.370928200002
510,2020-10-23,3400.601161000002
511,2020-10-24,3212.0248043000006
512,2020-10-25,4893.458137100001
513,2020-10-26,7268.627902800001
514,2020-10-27,6259.689531699996
515,2020-10-28,5445.320927700001
516,2020-10-29,5219.200772800002
517,2020-10-30,4982.958137100002
518,2020-10-31,5628.931780299999
519,2020-11-01,7112.949221500003
520,2020-11-02,6369.211624900001
521,2020-11-03,6008.746508600001
522,2020-11-04,5846.8523224
523,2020-11-05,6533.955035300004
524,2020-11-06,5187.0081369
525,2020-11-07,5137.421315400001
526,2020-11-08,7318.919376000005
527,2020-11-09,9668.077901600007
528,2020-11-10,6781.087980800002
529,2020-11-11,10322.2810013
530,2020-11-12,10385.036815400004
531,2020-11-13,13206.162783999998
532,2020-11-14,8647.3837164
533,2020-11-15,10833.685264900008
534,2020-11-16,14814.913945599981
535,2020-11-17,16176.502316499988
536,2020-11-18,12231.788751699994
537,2020-11-19,10986.739141299999
538,2020-11-20,9997.503095200003
539,2020-11-21,10616.536428000007
540,2020-11-22,14682.523247399991
541,2020-11-23,11341.213559700001
542,2020-11-24,12121.049218200005
543,2020-11-25,16080.2383619
544,2020-11-26,11990.677124400003
545,2020-11-27,10110.384878199999
546,2020-11-28,13649.208130699999
547,2020-11-29,12345.6306133
548,2020-11-30,10322.150769900001
549,2020-12-01,6289.734880099998
550,2020-12-02,5585.718989
551,2020-12-03,6346.3341905000025
552,2020-12-04,3919.7577496000004
553,2020-12-05,5633.5779035
554,2020-12-06,5608.4643381
555,2020-12-07,5740.0860428000005
556,2020-12-08,6091.261624399998
557,2020-12-09,5220.352709800002
558,2020-12-10,3314.0166650000006
559,2020-12-11,3989.7166645
560,2020-12-12,3106.6383704
561,2020-12-13,3908.3852692999994
562,2020-12-14,5127.620153
563,2020-12-15,4938.944958099999
564,2020-12-16,4451.309687000002
565,2020-12-17,3619.5786803999995
566,2020-12-18,3053.2387577
567,2020-12-19,2908.3856570000007
568,2020-12-20,2543.0189905999996
569,2020-12-21,1825.5496114000002
570,2020-12-22,2086.937208
571,2020-12-23,1459.0620145000003
572,2020-12-24,1389.6468986
573,2020-12-25,3819.3344944
574,2020-12-26,3310.558137600001
575,2020-12-27,4834.904260799998
576,2020-12-28,8457.7143361
577,2020-12-29,7781.310848100001
578,2020-12-30,5143.2178269
579,2020-12-31,3049.8116267999994
580,2021-01-01,3554.1348817000003
581,2021-01-02,5836.023252100002
582,2021-01-03,7230.508135500001
583,2021-01-04,7866.391468800001
584,2021-01-05,6396.787980699998
585,2021-01-06,7146.5166630999975
586,2021-01-07,8357.4860423
